Course/exam,TermCD,SchoolYear,CourseSchoolDBN,Table,CourseTitle,Mark,Mark,NumericEquivalent,Credits,CreditEarned,CreditEarned,Term Average Display,Credits Total,Credit Earned Total,Credits Average,StudentID,Credits Total,Credit Earned Total,Cumulative Term Average1,Credits Average
Course,2,2015,30Q258,SLS22,LIVING ENV 2 OF 2,87, ,87,1,58.5,1,,,,,,,,,
Course,2,2015,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,CR,*,,0,58.5,0,,,,,,,,,
Course,2,2015,30Q258,SQS21T,ENGINEERING FOUNDATI,85, ,85,1,58.5,1,88.64285714,7,7,7,,,,,
Course,1,2015,30Q258,ANS21,STUDIO ART I 1 of 2,88, ,88,1,58.5,1,,,,,,,,,
Course,1,2015,30Q258,EES81,ENGLISH 9 1 OF 2,82, ,82,1,58.5,1,,,,,,,,,
Course,1,2015,30Q258,EES82,ENGLISH 9 2 OF 2,82, ,82,1,58.5,1,,,,,,,,,
Course,1,2015,30Q258,GAS21,Freshman Seminar,CR,*,,0,58.5,0,,,,,,,,,
Course,1,2015,30Q258,MES21,INTEGRATED ALGEBRA 1,82, ,82,1,58.5,1,,,,,,,,,
Course,1,2015,30Q258,PHS21,HEALTH 1 of 2,95, ,95,0.5,58.5,0.5,,,,,,,,,
Course,1,2015,30Q258,PPS81,PHYS ED,95, ,95,0.5,58.5,0.5,,,,,,,,,
Course,1,2015,30Q258,RZS21T,WORK BASED LEARNING ,98, ,98,1,58.5,1,,,,,,,,,
Course,1,2015,30Q258,SLS21,LIVING ENV 1 OF 2,91, ,91,1,58.5,1,,,,,,,,,
Course,1,2015,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,CR,*,,0,58.5,0,88.28571429,7,7,7,,,,,
Course,1,2014,30Q227,FSN31A,SPANISH I ACC,82, ,82,2,58.5,2,82,2,2,2,,,,,
Exam  ,2,2017,30Q258,HXRUE ,USHIST REG JUNE,98, ,98,0,58.5,0,,,,,,,,,
Exam  ,2,2017,30Q258,SXRPE ,PHYSICS REG JUN,66, ,66,0,58.5,0,,0,0,0,,,,,
Exam  ,2,2016,30Q258,EXRCE ,CC ELA REG JUN,98, ,98,0,58.5,0,,,,,,,,,
Exam  ,2,2016,30Q258,HXRGE ,GLOB HIST REG JUN,92, ,92,0,58.5,0,,,,,,,,,
Exam  ,2,2016,30Q258,MXRKE ,CC GEOMETRY REG JUN,71, ,71,0,58.5,0,,,,,,,,,
Exam  ,2,2016,30Q258,SXRXE ,CHEMISTRY R JUNE,75, ,75,0,58.5,0,,0,0,0,,,,,
Exam  ,2,2015,30Q258,MXRCE ,CC ALGEBRA I REG JUN,72, ,72,0,58.5,0,,,,,,,,,
Exam  ,2,2015,30Q258,SXRKE ,LIVENVIR R JUNE,83, ,83,0,58.5,0,,0,0,0,,,,,
Exam  ,1,2014,30Q227,FX2SE ,SPAN PROF,83, ,83,0,58.5,0,,0,0,0,209423748,58.5,58.5,92.35555556,58.5
Course,1,2019,30Q258,FSS63,SPANISH II  1 OF 2,83, ,83,1,0,1,,,,,,,,,
Course,1,2019,30Q258,FSS64,SPANISH II   2 OF 2,83, ,83,1,0,1,,,,,,,,,
Course,1,2019,30Q258,HES11,ECONOMICS,90, ,90,1,0,1,,,,,,,,,
Course,1,2019,30Q258,MPS21,Pre-Calculus,71, ,71,1,0,1,,,,,,,,,
Course,1,2019,30Q258,PPS87,PHYS ED,85, ,85,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,RQS43T,Technology & Sustain,84, ,84,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,SKS21XP,AP Computer Science ,75, ,75,1,0,1,,,,,,,,,
Course,1,2019,30Q258,SQS21QA,Advanced Engineering,75, ,75,1,0,1,80.21428571,7,7,7,,,,,
Course,2,2018,30Q258,ANS22,STUDIO ART II 2 of 2,92, ,92,1,0,1,,,,,,,,,
Course,2,2018,30Q258,EES88X,AP English Language ,92, ,92,1,0,1,,,,,,,,,
Course,2,2018,30Q258,FSS62,SPANISH I  2 OF 2,95, ,95,1,0,1,,,,,,,,,
Course,2,2018,30Q258,HUS22,US HISTORY 2 OF 2,84, ,84,1,0,1,,,,,,,,,
Course,2,2018,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,72, ,72,1,0,1,,,,,,,,,
Course,2,2018,30Q258,PPS86,PHYS ED,95, ,95,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,RQS42T,College and Career F,98, ,98,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,SPS22,PHYSICS  2 OF 2,96, ,96,1,0,1,,,,,,,,,
Course,2,2018,30Q258,SPS22QL,PHYSICS LAB 2 OF 2,P,*,,0,0,0,89.64285714,7,7,7,,,,,
Course,1,2018,30Q258,EES87X,AP English Language ,95, ,95,1,0,1,,,,,,,,,
Course,1,2018,30Q258,FSS61,SPANISH I  1 OF 2,90, ,90,1,0,1,,,,,,,,,
Course,1,2018,30Q258,HUS21,US HISTORY 1 OF 2,85, ,85,1,0,1,,,,,,,,,
Course,1,2018,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,83, ,83,1,0,1,,,,,,,,,
Course,1,2018,30Q258,PHS11,HEALTH,90, ,90,1,0,1,,,,,,,,,
Course,1,2018,30Q258,PPS85,PHYS ED,90, ,90,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,RQS41T,College and Career F,93, ,93,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,SPS21,PHYSICS  1 OF 2,85, ,85,1,0,1,,,,,,,,,
Course,1,2018,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,0,0,88.5,7,7,7,,,,,
Course,2,2017,30Q258,CHS22,Greek Theater II,95, ,95,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,EES86,ENGLISH 11 2 OF 2,92, ,92,1,0,1,,,,,,,,,
Course,2,2017,30Q258,HGS43,GLOBAL STUDIES 10 1 ,86, ,86,1,0,1,,,,,,,,,
Course,2,2017,30Q258,HGS44,GLOBAL STUDIES 10 2 ,86, ,86,1,0,1,,,,,,,,,
Course,2,2017,30Q258,MGS22,CC Geometry 2 of 2,83, ,83,1,0,1,,,,,,,,,
Course,2,2017,30Q258,PPS84,PHYS ED,85, ,85,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,RVS22T,Engineering in the W,95, ,95,1,0,1,,,,,,,,,
Course,2,2017,30Q258,SCS22,CHEMISTRY 2 OF 2,91, ,91,1,0,1,,,,,,,,,
Course,2,2017,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,0,0,89,7,7,7,,,,,
Course,1,2017,30Q258,CHS21,Greek Theater I,95, ,95,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,EES85,ENGLISH 11 1 OF 2,86, ,86,1,0,1,,,,,,,,,
Course,1,2017,30Q258,HGS41,GLOBAL STUDIES 9 1 O,87, ,87,1,0,1,,,,,,,,,
Course,1,2017,30Q258,HGS42,GLOBAL STUDIES 9 2 O,87, ,87,1,0,1,,,,,,,,,
Course,1,2017,30Q258,MGS21,CC Geometry 1 of 2,77, ,77,1,0,1,,,,,,,,,
Course,1,2017,30Q258,PPS83,PHYS ED,83, ,83,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,RVS21T,Engineering in the W,91, ,91,1,0,1,,,,,,,,,
Course,1,2017,30Q258,SCS21,CHEMISTRY 1 OF 2,91, ,91,1,0,1,,,,,,,,,
Course,1,2017,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,0,0,86.85714286,7,7,7,,,,,
Course,2,2016,30Q258,ANS21,STUDIO ART I 1 of 2,91, ,91,1,0,1,,,,,,,,,
Course,2,2016,30Q258,EES83,ENGLISH 10 1 OF 2,71, ,71,1,0,1,,,,,,,,,
Course,2,2016,30Q258,EES84,ENGLISH 10 2 OF 2,71, ,71,1,0,1,,,,,,,,,
Course,2,2016,30Q258,MES22,CC Algebra I 2 of 2,89, ,89,1,0,1,,,,,,,,,
Course,2,2016,30Q258,PPS82,PHYS ED,88, ,88,0.5,0,0.5,,,,,,,,,
Course,2,2016,30Q258,SLS22,LIVING ENV 2 OF 2,86, ,86,1,0,1,,,,,,,,,
Course,2,2016,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,0,0,,,,,,,,,
Course,2,2016,30Q258,SQS22T,ENGINEERING FOUNDATI,89, ,89,1,0,1,83.23076923,6.5,6.5,6.5,,,,,
Course,1,2016,30Q258,EES81,ENGLISH 9 1 OF 2,78, ,78,1,0,1,,,,,,,,,
Course,1,2016,30Q258,EES82,ENGLISH 9 2 OF 2,78, ,78,1,0,1,,,,,,,,,
Course,1,2016,30Q258,MES21,CC Algebra I 1 of 2,88, ,88,1,0,1,,,,,,,,,
Course,1,2016,30Q258,MES21S,Algebra I Skills Lab,92, ,92,0,0,0,,,,,,,,,
Course,1,2016,30Q258,PPS81,PHYS ED,88, ,88,0.5,0,0.5,,,,,,,,,
Course,1,2016,30Q258,SLS21,LIVING ENV 1 OF 2,84, ,84,1,0,1,,,,,,,,,
Course,1,2016,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,0,0,,,,,,,,,
Course,1,2016,30Q258,SQS21T,ENGINEERING FOUNDATI,91, ,91,1,0,1,84.18181818,5.5,5.5,5.5,,,,,
Exam  ,2,2018,30Q258,HXRUE ,USHIST REG JUNE,82,*,82,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,MXRNE ,CC ALGEBRA II REG JU,51, ,51,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRPE ,PHYSICS REG JUN,47,*,47,0,0,0,,0,0,0,,,,,
Exam  ,2,2017,30Q258,HXRTE ,GLOBAL TRNS REG JUN,84,*,84,0,0,0,,,,,,,,,
Exam  ,2,2017,30Q258,MXRKE ,CC GEOMETRY REG JUN,68, ,68,0,0,0,,,,,,,,,
Exam  ,2,2017,30Q258,SXRXE ,CHEMISTRY R JUNE,46, ,46,0,0,0,,0,0,0,,,,,
Exam  ,1,2017,30Q258,EXRCR ,CC ELA REG JAN,84, ,84,0,0,0,,0,0,0,,,,,
Exam  ,2,2016,30Q258,MXRCE ,CC ALGEBRA I REG JUN,75, ,75,0,0,0,,,,,,,,,
Exam  ,2,2016,30Q258,SXRKE ,LIVENVIR R JUNE,77, ,77,0,0,0,,0,0,0,215176983,47,47,86.03191489,47
Course,1,2019,30Q258,ANS21,STUDIO ART I 1 of 2,83, ,83,1,0,1,,,,,,,,,
Course,1,2019,30Q258,EES87X,AP English Language ,70, ,70,1,0,1,,,,,,,,,
Course,1,2019,30Q258,FSS61,SPANISH I  1 OF 2,90, ,90,1,0,1,,,,,,,,,
Course,1,2019,30Q258,HUS21X,AP US History,65, ,65,1,0,1,,,,,,,,,
Course,1,2019,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,73, ,73,1,0,1,,,,,,,,,
Course,1,2019,30Q258,PPS85,PHYS ED,97, ,97,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,RQS41T,Technology & Sustain,82, ,82,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,SCS21,CHEMISTRY 1 OF 2,87, ,87,1,0,1,,,,,,,,,
Course,1,2019,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,0,0,79.64285714,7,7,7,,,,,
Course,2,2018,30Q258,AUS22,Digital Art 2 of 2,92, ,92,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,EES86,ENGLISH 11 2 OF 2,78, ,78,1,0,1,,,,,,,,,
Course,2,2018,30Q258,HGS43,GLOBAL STUDIES 10 1 ,72, ,72,1,0,1,,,,,,,,,
Course,2,2018,30Q258,HGS44,GLOBAL STUDIES 10 2 ,72, ,72,1,0,1,,,,,,,,,
Course,2,2018,30Q258,MGS22,GEOMETRY 2 OF 2,76, ,76,1,0,1,,,,,,,,,
Course,2,2018,30Q258,PPS84,PHYS ED,84, ,84,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,RVS22T,Engineering in the W,82, ,82,1,0,1,,,,,,,,,
Course,2,2018,30Q258,SES22,EARTH SCIENCE 2 OF 2,69, ,69,1,0,1,,,,,,,,,
Course,2,2018,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,0,0,76.71428571,7,7,7,,,,,
Course,1,2018,30Q258,AUS21,Digital Art 1 of 2,76, ,76,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,EES85,ENGLISH 11 1 OF 2,71, ,71,1,0,1,,,,,,,,,
Course,1,2018,30Q258,HGS41,GLOBAL STUDIES 9 1 O,78, ,78,1,0,1,,,,,,,,,
Course,1,2018,30Q258,HGS42,GLOBAL STUDIES 9 2 O,78, ,78,1,0,1,,,,,,,,,
Course,1,2018,30Q258,MGS21,GEOMETRY 1 OF 2,83, ,83,1,0,1,,,,,,,,,
Course,1,2018,30Q258,PPS83,PHYS ED,85, ,85,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,RVS21T,Engineering in the W,75, ,75,1,0,1,,,,,,,,,
Course,1,2018,30Q258,SES21,EARTH SCIENCE 1 OF 2,83, ,83,1,0,1,,,,,,,,,
Course,1,2018,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,0,0,78.35714286,7,7,7,,,,,
Course,2,2017,30Q258,EES83,ENGLISH 10 1 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,2,2017,30Q258,EES84,ENGLISH 10 2 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,2,2017,30Q258,MES43,CC ALGEBRA 3 OF 4,68, ,68,1,0,1,,,,,,,,,
Course,2,2017,30Q258,MES44,CC ALGEBRA 4 OF 4,68, ,68,1,0,1,,,,,,,,,
Course,2,2017,30Q258,PHS22,HEALTH 2 of 2,65, ,65,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,PPS82,PHYS ED,90, ,90,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,SLS22,LIVING ENV 2 OF 2,76, ,76,1,0,1,,,,,,,,,
Course,2,2017,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,100, ,100,0,0,0,,,,,,,,,
Course,2,2017,30Q258,SQS22T,ENGINEERING FOUNDATI,72, ,72,1,0,1,74.5,7,7,7,,,,,
Course,1,2017,30Q258,EES81,ENGLISH 9 1 OF 2,81, ,81,1,0,1,,,,,,,,,
Course,1,2017,30Q258,EES82,ENGLISH 9 2 OF 2,81, ,81,1,0,1,,,,,,,,,
Course,1,2017,30Q258,MES41,CC ALGEBRA 1 OF 4,77, ,77,1,0,1,,,,,,,,,
Course,1,2017,30Q258,MES42,CC ALGEBRA 2 OF 4,77, ,77,1,0,1,,,,,,,,,
Course,1,2017,30Q258,PHS21,HEALTH 1 of 2,82, ,82,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,PPS81,PHYS ED,95, ,95,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,SLS21,LIVING ENV 1 OF 2,82, ,82,1,0,1,,,,,,,,,
Course,1,2017,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,98, ,98,0,0,0,,,,,,,,,
Course,1,2017,30Q258,SQS21T,ENGINEERING FOUNDATI,84, ,84,1,0,1,81.5,7,7,7,,,,,
Exam  ,1,2019,30Q258,EXRCR ,CC ELA REG JAN,86, ,86,0,0,0,,0,0,0,,,,,
Exam  ,2,2018,30Q258,HXRCE ,GLOBAL II REG JUN,73,*,73,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,MXRKE ,CC GEOMETRY REG JUN,62,*,62,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRUE ,PHSET ES R JUN,70,*,70,0,0,0,,0,0,0,,,,,
Exam  ,2,2017,30Q258,MXRCE ,CC ALGEBRA I REG JUN,77, ,77,0,0,0,,,,,,,,,
Exam  ,2,2017,30Q258,SXRKE ,LIVENVIR R JUNE,73, ,73,0,0,0,,0,0,0,215390063,35,35,78.14285714,35
Course,1,2019,30Q258,ANS21,STUDIO ART I 1 of 2,74, ,74,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,EES87X,AP English Language ,82, ,82,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,FSS61,SPANISH I  1 OF 2,86, ,86,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,HUS21X,AP US History,81, ,81,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,79, ,79,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,PPS85,PHYS ED,98, ,98,0.5,35.5,0.5,,,,,,,,,
Course,1,2019,30Q258,RQS41T,Technology & Sustain,84, ,84,0.5,35.5,0.5,,,,,,,,,
Course,1,2019,30Q258,SCS21,CHEMISTRY 1 OF 2,89, ,89,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,35.5,0,83.14285714,7,7,7,,,,,
Course,2,2018,30Q258,AUS22,Digital Art 2 of 2,84, ,84,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,EES86,ENGLISH 11 2 OF 2,87, ,87,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,HBS11U**,HUP 102 Critical Thi,A, ,95,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,HGS43,GLOBAL STUDIES 10 1 ,88, ,88,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,HGS44,GLOBAL STUDIES 10 2 ,88, ,88,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,MGS22,GEOMETRY 2 OF 2,80, ,80,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,PPS84,PHYS ED,94, ,94,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,RVS22T,Engineering in the W,93, ,93,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,SES22,EARTH SCIENCE 2 OF 2,81, ,81,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,35.5,0,87.76666667,7.5,7.5,7.5,,,,,
Course,1,2018,30Q258,AUS21,Digital Art 1 of 2,87, ,87,0.5,35.5,0.5,,,,,,,,,
Course,1,2018,30Q258,EES85,ENGLISH 11 1 OF 2,80, ,80,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,HGS41,GLOBAL STUDIES 9 1 O,85, ,85,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,HGS42,GLOBAL STUDIES 9 2 O,85, ,85,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,MGS21,GEOMETRY 1 OF 2,81, ,81,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,PPS83,PHYS ED,88, ,88,0.5,35.5,0.5,,,,,,,,,
Course,1,2018,30Q258,RVS21T,Engineering in the W,88, ,88,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,SES21,EARTH SCIENCE 1 OF 2,86, ,86,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,35.5,0,84.64285714,7,7,7,,,,,
Course,2,2017,30Q258,EES83,ENGLISH 10 1 OF 2,89, ,89,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,EES84,ENGLISH 10 2 OF 2,89, ,89,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,MES43,CC ALGEBRA 3 OF 4,87, ,87,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,MES44,CC ALGEBRA 4 OF 4,87, ,87,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,PHS22,HEALTH 2 of 2,84, ,84,0.5,35.5,0.5,,,,,,,,,
Course,2,2017,30Q258,PPS82,PHYS ED,90, ,90,0.5,35.5,0.5,,,,,,,,,
Course,2,2017,30Q258,SLS22,LIVING ENV 2 OF 2,88, ,88,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,100, ,100,0,35.5,0,,,,,,,,,
Course,2,2017,30Q258,SQS22T,ENGINEERING FOUNDATI,90, ,90,1,35.5,1,88.14285714,7,7,7,,,,,
Course,1,2017,30Q258,EES81,ENGLISH 9 1 OF 2,86, ,86,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,EES82,ENGLISH 9 2 OF 2,86, ,86,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,MES41,CC ALGEBRA 1 OF 4,86, ,86,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,MES42,CC ALGEBRA 2 OF 4,86, ,86,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,PHS21,HEALTH 1 of 2,92, ,92,0.5,35.5,0.5,,,,,,,,,
Course,1,2017,30Q258,PPS81,PHYS ED,90, ,90,0.5,35.5,0.5,,,,,,,,,
Course,1,2017,30Q258,SLS21,LIVING ENV 1 OF 2,86, ,86,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,99, ,99,0,35.5,0,,,,,,,,,
Course,1,2017,30Q258,SQS21T,ENGINEERING FOUNDATI,81, ,81,1,35.5,1,86,7,7,7,,,,,
Exam  ,1,2019,30Q258,EXRCR ,CC ELA REG JAN,82, ,82,0,35.5,0,,0,0,0,,,,,
Exam  ,7,2018,30Q502,MXRKG ,CC GEOMETRY REG AUG,67,*,67,0,35.5,0,,0,0,0,,,,,
Exam  ,2,2018,30Q258,HXRCE ,GLOBAL II REG JUN,81,*,81,0,35.5,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRUE ,PHSET ES R JUN,72,*,72,0,35.5,0,,0,0,0,,,,,
Exam  ,2,2017,30Q258,MXRCE ,CC ALGEBRA I REG JUN,74, ,74,0,35.5,0,,,,,,,,,
Exam  ,2,2017,30Q258,SXRKE ,LIVENVIR R JUNE,72, ,72,0,35.5,0,,0,0,0,214452336,35.5,35.5,85.96478873,35.5
Course,1,2019,30Q258,AUS21,Digital Art 1 of 2,87, ,87,0.5,23,0.5,,,,,,,,,
Course,1,2019,30Q258,EES85,ENGLISH 11 1 OF 2,80, ,80,1,23,1,,,,,,,,,
Course,1,2019,30Q258,HGS41,GLOBAL STUDIES 9 1 O,87, ,87,1,23,1,,,,,,,,,
Course,1,2019,30Q258,HGS42,GLOBAL STUDIES 9 2 O,87, ,87,1,23,1,,,,,,,,,
Course,1,2019,30Q258,MGS21,GEOMETRY 1 OF 2,90, ,90,1,23,1,,,,,,,,,
Course,1,2019,30Q258,PPS83,PHYS ED,97, ,97,0.5,23,0.5,,,,,,,,,
Course,1,2019,30Q258,RVS21T,Engineering in the W,98, ,98,1,23,1,,,,,,,,,
Course,1,2019,30Q258,SWS21X,AP Environmental Sci,80, ,80,1,23,1,,,,,,,,,
Course,1,2019,30Q258,SWS21XL,AP Environmental Sci,P,*,,0,23,0,87.71428571,7,7,7,,,,,
Course,2,2018,30Q258,EES83,ENGLISH 10 1 OF 2,88, ,88,1,23,1,,,,,,,,,
Course,2,2018,30Q258,EES84,ENGLISH 10 2 OF 2,88, ,88,1,23,1,,,,,,,,,
Course,2,2018,30Q258,MES43,INTEGRATED ALGEBRA 3,84, ,84,1,23,1,,,,,,,,,
Course,2,2018,30Q258,MES44,INTEGRATED ALGEBRA 4,84, ,84,1,23,1,,,,,,,,,
Course,2,2018,30Q258,PHS22,HEALTH 2 of 2,79, ,79,0.5,23,0.5,,,,,,,,,
Course,2,2018,30Q258,PPS82,PHYS ED,100, ,100,0.5,23,0.5,,,,,,,,,
Course,2,2018,30Q258,SEW11,TRANSFER EARTH SCI Y,CR,*,,2,23,2,,,,,,,,,
Course,2,2018,30Q258,SEW11QL,TRANSFER EARTH SCI L,P,*,,0,23,0,,,,,,,,,
Course,2,2018,30Q258,SLS22,LIVING ENV 2 OF 2,88, ,88,1,23,1,,,,,,,,,
Course,2,2018,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,23,0,,,,,,,,,
Course,2,2018,30Q258,SQS22T,ENGINEERING FOUNDATI,84, ,84,1,23,1,86.5,9,9,7,,,,,
Course,1,2018,30Q258,EES81,ENGLISH 9 1 OF 2,92, ,92,1,23,1,,,,,,,,,
Course,1,2018,30Q258,EES82,ENGLISH 9 2 OF 2,92, ,92,1,23,1,,,,,,,,,
Course,1,2018,30Q258,MES41,INTEGRATED ALGEBRA 1,94, ,94,1,23,1,,,,,,,,,
Course,1,2018,30Q258,MES42,INTEGRATED ALGEBRA 2,94, ,94,1,23,1,,,,,,,,,
Course,1,2018,30Q258,PHS21,HEALTH 1 of 2,92, ,92,0.5,23,0.5,,,,,,,,,
Course,1,2018,30Q258,PPS81,PHYS ED,100, ,100,0.5,23,0.5,,,,,,,,,
Course,1,2018,30Q258,SLS21,LIVING ENV 1 OF 2,96, ,96,1,23,1,,,,,,,,,
Course,1,2018,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,23,0,,,,,,,,,
Course,1,2018,30Q258,SQS21T,ENGINEERING FOUNDATI,84, ,84,1,23,1,92.57142857,7,7,7,,,,,
Exam  ,2,2018,30Q258,MXRCE ,CC ALGEBRA I REG JUN,82,*,82,0,23,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRKE ,LIVENVIR R JUNE,88,*,88,0,23,0,,0,0,0,,,,,
Exam  ,2,2017,84Q083,SXRUE ,PHSET ES R,95, ,95,0,23,0,,0,0,0,219744133,23,23,88.92857143,21
Course,1,2019,30Q258,ANS21,STUDIO ART I 1 of 2,88, ,88,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,EES87X,AP English Language ,92, ,92,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,FSS61,SPANISH I  1 OF 2,94, ,94,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,HUS21X,AP US History,88, ,88,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,91, ,91,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,PPS85,PHYS ED,93, ,93,0.5,35.5,0.5,,,,,,,,,
Course,1,2019,30Q258,RQS41T,Technology & Sustain,91, ,91,0.5,35.5,0.5,,,,,,,,,
Course,1,2019,30Q258,SCS21,CHEMISTRY 1 OF 2,96, ,96,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,35.5,0,91.57142857,7,7,7,,,,,
Course,2,2018,30Q258,AUS22,Digital Art 2 of 2,90, ,90,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,EES86,ENGLISH 11 2 OF 2,92, ,92,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,HBS11U**,HUP 102 Critical Thi,B-, ,83,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,HGS43,GLOBAL STUDIES 10 1 ,91, ,91,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,HGS44,GLOBAL STUDIES 10 2 ,91, ,91,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,MGS22,GEOMETRY 2 OF 2,94, ,94,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,PPS84,PHYS ED,91, ,91,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,RVS22T,Engineering in the W,86, ,86,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,SES22,EARTH SCIENCE 2 OF 2,93, ,93,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,35.5,0,91.08666667,7.5,7.5,7.5,,,,,
